player_name,archetype_magicgg,mainboard,sideboard
Nicolas Cosgrove,Temur Lute,1 Cori Mountain Monastery; 3 Three Steps Ahead; 4 Flashback; 1 Traumatic Critique; 3 Stormcarved Coast; 4 Great Hall of the Biblioplex; 4 Consult the Star Charts; 4 Colorstorm Stallion; 3 Breeding Pool; 3 Island; 1 Mountain; 3 Doppelgang; 2 Sear; 4 Firebending Lesson; 1 Spell Pierce; 4 Resonating Lute; 3 Prismari Charm; 4 Riverpyre Verge; 4 Steam Vents; 2 Spirebluff Canal; 2 Emeritus of Ideation,1 Disdainful Stroke; 2 Negate; 1 Flashfreeze; 1 Annul; 2 Slagstorm; 1 Impractical Joke; 2 Ghost Vacuum; 1 Sear; 1 Emeritus of Ideation; 1 Soul-Guide Lantern; 1 Fire Magic; 1 Spell Pierce
Matt Costa,Izzet Prowess,7 Island; 4 Eddymurk Crab; 4 Opt; 4 Stormchaser's Talent; 4 Burst Lightning; 4 Boomerang Basics; 1 Get Out; 1 Roaring Furnace // Steaming Sauna; 4 Flow State; 1 Impractical Joke; 2 Multiversal Passage; 2 Spell Pierce; 2 Stock Up; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand; 4 Slickshot Show-Off,1 Disdainful Stroke; 1 Annul; 2 Slagstorm; 2 Get Out; 1 Impractical Joke; 1 Sear; 2 The Legend of Kuruk; 1 Spell Pierce; 1 Negate; 2 Sunderflock; 1 Spell Snare
Robin Courtiat,Izzet Prowess,7 Island; 4 Opt; 2 Eddymurk Crab; 4 Stormchaser's Talent; 4 Burst Lightning; 4 Boomerang Basics; 2 Colorstorm Stallion; 4 Flow State; 2 Secret Identity; 1 Impractical Joke; 2 Multiversal Passage; 1 Spell Pierce; 1 Into the Flood Maw; 1 Drake Hatcher; 1 Prismari Charm; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand; 4 Slickshot Show-Off,"1 Disdainful Stroke; 1 Hydro-Man, Fluid Felon; 2 Get Out; 2 Roaring Furnace // Steaming Sauna; 2 Sear; 1 Stock Up; 2 Annul; 1 Ral, Crackling Wit; 2 Soul-Guide Lantern; 1 Spell Pierce"
Brian Coval,Azorius Momo,"2 Aang, Swift Savior; 2 Abandoned Air Temple; 4 Daydream; 1 Erode; 1 Flitterwing Nuisance; 4 Floodfarm Verge; 2 Haliya, Guided by Light; 4 Hallowed Fountain; 1 Island; 4 Momo, Friendly Flier; 2 Multiversal Passage; 2 Nurturing Pixie; 1 Parting Gust; 8 Plains; 4 Quantum Riddler; 4 Sage of the Skies; 3 Seam Rip; 4 Springleaf Drum; 4 Starfield Shepherd; 2 Steamcore Scholar; 1 Spider-Sense","1 Avatar's Wrath; 2 Clarion Conqueror; 1 Cosmogrand Zenith; 1 Curious Farm Animals; 2 Disdainful Stroke; 1 Flashfreeze; 1 Get Lost; 1 Pyrrhic Strike; 2 Rest in Peace; 2 Wan Shi Tong, Librarian; 1 Spider-Sense"
Matheus Crusius,Mono-Green Landfall,1 Promising Vein; 4 Earthbender Ascension; 4 Mightform Harmonizer; 4 Meltstrider's Resolve; 2 Esper Origins; 4 Keen-Eyed Curator; 4 Sazh's Chocobo; 3 Ba Sing Se; 4 Fabled Passage; 4 Icetill Explorer; 4 Llanowar Elves; 4 Escape Tunnel; 14 Forest; 4 Badgermole Cub,2 Pawpatch Formation; 4 Mossborn Hydra; 2 Eumidian Terrabotanist; 4 Sapling Nursery; 2 Royal Treatment; 1 Archdruid's Charm
Anthony Cuello,Izzet Prowess,4 Boomerang Basics; 1 Breeding Pool; 4 Burst Lightning; 4 Colorstorm Stallion; 3 Elusive Otter; 4 Flow State; 1 Into the Flood Maw; 6 Island; 2 Multiversal Passage; 4 Opt; 4 Riverpyre Verge; 1 Secret Identity; 4 Sleight of Hand; 4 Slickshot Show-Off; 4 Spirebluff Canal; 4 Steam Vents; 4 Stormchaser's Talent; 2 Wild Ride,"1 Broadside Barrage; 2 Eddymurk Crab; 1 Elusive Otter; 2 Get Out; 2 Impractical Joke; 1 Ral, Crackling Wit; 1 Roaring Furnace // Steaming Sauna; 2 Soul-Guide Lantern; 2 Spell Pierce; 1 Sear"
Andrew Cuneo,Mono-Green Landfall,3 Ba Sing Se; 4 Badgermole Cub; 4 Earthbender Ascension; 3 Escape Tunnel; 4 Fabled Passage; 13 Forest; 4 Icetill Explorer; 4 Llanowar Elves; 4 Meltstrider's Resolve; 4 Mightform Harmonizer; 1 The Ooze; 3 Promising Vein; 4 Sazh's Chocobo; 1 Snakeskin Veil; 3 Keen-Eyed Curator; 1 Primal Might,"2 Leatherhead, Swamp Stalker; 2 Origin of Metalbending; 2 Pawpatch Formation; 4 Sapling Nursery; 1 Primal Might; 3 Mossborn Hydra; 1 Snakeskin Veil"
Xiangjun Dai,Izzet Prowess,4 Boomerang Basics; 4 Burst Lightning; 4 Eddymurk Crab; 4 Flow State; 2 Get Out; 7 Island; 1 Multiversal Passage; 4 Opt; 1 Prismari Charm; 4 Riverpyre Verge; 1 Roaring Furnace // Steaming Sauna; 4 Sleight of Hand; 4 Slickshot Show-Off; 2 Spell Pierce; 4 Spirebluff Canal; 4 Steam Vents; 1 Stock Up; 1 Stormcarved Coast; 4 Stormchaser's Talent,"1 Annul; 2 Broadside Barrage; 1 Drake Hatcher; 1 Get Out; 1 Ghost Vacuum; 1 Impractical Joke; 1 Negate; 2 Ral, Crackling Wit; 1 Roaring Furnace // Steaming Sauna; 1 Sear; 1 Slagstorm; 2 Soul-Guide Lantern"
Nam Dang,Izzet Prowess,7 Island; 4 Eddymurk Crab; 4 Opt; 4 Stormchaser's Talent; 4 Burst Lightning; 4 Boomerang Basics; 2 Get Out; 1 Roaring Furnace // Steaming Sauna; 4 Flow State; 1 Impractical Joke; 2 Multiversal Passage; 1 Spell Pierce; 2 Stock Up; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand; 4 Slickshot Show-Off,1 Disdainful Stroke; 1 Annul; 2 Slagstorm; 1 Get Out; 1 Impractical Joke; 1 Sear; 1 Soul-Guide Lantern; 2 The Legend of Kuruk; 1 Spell Pierce; 1 Negate; 2 Sunderflock; 1 Spell Snare
Aylin Davis,Azorius Momo,"4 Springleaf Drum; 4 Momo, Friendly Flier; 1 Cosmogrand Zenith; 2 Floodpits Drowner; 4 Quantum Riddler; 4 Sage of the Skies; 2 Nurturing Pixie; 4 Starfield Shepherd; 3 Haliya, Guided by Light; 4 Seam Rip; 2 Get Lost; 4 Floodfarm Verge; 4 Hallowed Fountain; 4 Multiversal Passage; 2 Starting Town; 6 Plains; 2 Abandoned Air Temple; 4 Daydream",2 Emeritus of Truce; 2 Clarion Conqueror; 1 Curious Farm Animals; 1 Figure of Fable; 3 Rest in Peace; 2 Disdainful Stroke; 2 Flashfreeze; 2 Requisition Raid
Derrick Davis,Jeskai Control,1 Mistrise Village; 1 Traumatic Critique; 2 Pyroclasm; 2 Stormcarved Coast; 4 Thunder Magic; 2 Flashback; 4 Great Hall of the Biblioplex; 4 Consult the Star Charts; 2 Hallowed Fountain; 3 Sundown Pass; 4 Jeskai Revelation; 1 Impractical Joke; 3 Island; 2 Mountain; 2 Sear; 1 Into the Flood Maw; 4 Stock Up; 4 Riverpyre Verge; 4 Tablet of Discovery; 4 Steam Vents; 1 Essence Scatter; 2 Broadside Barrage; 1 Petrified Hamlet; 2 Swallowed by Leviathan,1 Disdainful Stroke; 1 Annul; 1 Slagstorm; 1 Impractical Joke; 2 Spell Pierce; 3 Emeritus of Ideation; 3 Flashfreeze; 1 Petrified Hamlet; 1 Erode; 1 Broadside Barrage
Marco Del Pivo,Mono-Green Landfall,3 Ba Sing Se; 4 Badgermole Cub; 1 Bushwhack; 1 Demolition Field; 4 Earthbender Ascension; 4 Escape Tunnel; 3 Esper Origins; 4 Fabled Passage; 14 Forest; 4 Icetill Explorer; 3 Keen-Eyed Curator; 4 Llanowar Elves; 2 Meltstrider's Resolve; 4 Mightform Harmonizer; 1 Royal Treatment; 4 Sazh's Chocobo,"2 Meltstrider's Resolve; 4 Mossborn Hydra; 1 Origin of Metalbending; 2 Pawpatch Formation; 3 Sapling Nursery; 1 Scrapshooter; 2 Surrak, Elusive Hunter"
Jean-Emmanuel Depraz,Izzet Prowess,7 Island; 4 Opt; 2 Eddymurk Crab; 4 Stormchaser's Talent; 4 Burst Lightning; 4 Boomerang Basics; 1 Plasma Bolt; 2 Colorstorm Stallion; 2 Secret Identity; 4 Flow State; 2 Multiversal Passage; 1 Spell Pierce; 1 Into the Flood Maw; 1 Drake Hatcher; 1 Prismari Charm; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand; 4 Slickshot Show-Off,"1 Disdainful Stroke; 1 Hydro-Man, Fluid Felon; 2 Get Out; 2 Roaring Furnace // Steaming Sauna; 2 Sear; 1 Stock Up; 2 Annul; 1 Ral, Crackling Wit; 2 Soul-Guide Lantern; 1 Spell Pierce"
Nick Deriu,Four-Color Control,4 Consult the Star Charts; 1 Cori Mountain Monastery; 1 Day of Judgment; 1 Fire Magic; 2 Flashback; 2 Get Lost; 2 Gloomlake Verge; 1 Godless Shrine; 4 Great Hall of the Biblioplex; 1 Hallowed Fountain; 1 Ill-Timed Explosion; 3 Inevitable Defeat; 4 Jeskai Revelation; 2 Lightning Helix; 4 Meticulous Archive; 2 Mistrise Village; 1 Multiversal Passage; 1 Negate; 3 No More Lies; 1 Pest Control; 1 Plains; 3 Resonating Lute; 2 Shattered Sanctum; 1 Spell Snare; 4 Steam Vents; 3 Stock Up; 1 Stormcarved Coast; 2 Sunbillow Verge; 1 Sundown Pass; 1 Traumatic Critique,"1 Day of Judgment; 2 Disdainful Stroke; 1 Fire Magic; 2 Flashfreeze; 2 High Noon; 1 Outrageous Robbery; 1 Pest Control; 2 Stoic Sphinx; 2 Strategic Betrayal; 1 Wan Shi Tong, Librarian"
Davor Detecnik,Izzet Prowess,6 Island; 4 Opt; 3 Elusive Otter; 4 Stormchaser's Talent; 4 Burst Lightning; 4 Boomerang Basics; 4 Colorstorm Stallion; 1 Breeding Pool; 4 Flow State; 1 Secret Identity; 2 Wild Ride; 2 Multiversal Passage; 1 Into the Flood Maw; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand; 4 Slickshot Show-Off,"1 Elusive Otter; 2 Eddymurk Crab; 2 Get Out; 1 Sear; 2 Impractical Joke; 1 Roaring Furnace // Steaming Sauna; 2 Spell Pierce; 1 Ral, Crackling Wit; 2 Soul-Guide Lantern; 1 Broadside Barrage"
James Dimitrov,Izzet Prowess,8 Island; 4 Eddymurk Crab; 4 Opt; 4 Stormchaser's Talent; 2 Traumatic Critique; 4 Burst Lightning; 4 Boomerang Basics; 2 Get Out; 4 Colorstorm Stallion; 4 Flow State; 1 Multiversal Passage; 2 Spell Pierce; 1 Prismari Charm; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand,"1 Disdainful Stroke; 1 Wan Shi Tong, Librarian; 1 Annul; 1 Slagstorm; 1 Get Out; 1 Impractical Joke; 1 Sear; 1 Roaring Furnace // Steaming Sauna; 2 Ral, Crackling Wit; 2 Soul-Guide Lantern; 2 Broadside Barrage; 1 Spell Snare"
Shawn Doherty,Izzet Maestro,2 Mistrise Village; 2 Thundering Falls; 3 Sorceress's Schemes; 3 Three Steps Ahead; 2 Willowrush Verge; 1 Abrade; 2 Great Hall of the Biblioplex; 3 Molten-Core Maestro; 1 Hedge Maze; 1 Fountainport; 4 Combustion Technique; 3 Ashling's Command; 2 Island; 4 Firebending Lesson; 1 Spell Pierce; 2 Abandon Attachments; 4 Accumulate Wisdom; 1 Stock Up; 1 Prismari Charm; 4 Riverpyre Verge; 2 It'll Quench Ya!; 4 Steam Vents; 4 Tablet of Discovery; 4 Spirebluff Canal,2 Origin of Metalbending; 2 Negate; 2 Mathemagics; 1 Ill-Timed Explosion; 2 Annul; 2 Flashfreeze; 2 Soul-Guide Lantern; 1 Spell Pierce; 1 Broadside Barrage
Javier Dominguez,Selesnya Landfall,"4 Erode; 2 Surrak, Elusive Hunter; 2 Lumbering Worldwagon; 2 Bushwhack; 4 Earthbender Ascension; 4 Sazh's Chocobo; 7 Forest; 1 Icetill Explorer; 2 Temple Garden; 1 Keen-Eyed Curator; 4 Llanowar Elves; 4 Badgermole Cub; 4 Fabled Passage; 2 Dyadrine, Synthesis Amalgam; 4 Hushwood Verge; 4 Mightform Harmonizer; 3 Escape Tunnel; 2 Plains; 3 Ba Sing Se; 1 Mossborn Hydra","1 Surrak, Elusive Hunter; 4 Sheltered by Ghosts; 1 Kutzil, Malamet Exemplar; 3 Mossborn Hydra; 3 Rest in Peace; 3 Snakeskin Veil"
Arch Dota,Azorius Tempo,"4 High Noon; 4 Floodpits Drowner; 1 Restless Anchorage; 4 Aang, Swift Savior; 2 Avatar's Wrath; 4 Starting Town; 4 Aven Interrupter; 2 Get Lost; 4 Hallowed Fountain; 4 Floodfarm Verge; 4 Skycoach Conductor; 4 Island; 2 Spell Snare; 4 Voice of Victory; 1 Beza, the Bounding Spring; 2 Multiversal Passage; 1 Airbender Ascension; 2 Abandoned Air Temple; 4 Plains; 3 Quantum Riddler","2 Disdainful Stroke; 1 Pyrrhic Strike; 2 Seam Rip; 2 Ghost Vacuum; 1 Beza, the Bounding Spring; 1 Spectacular Tactics; 2 Annul; 2 Flashfreeze; 1 Quantum Riddler; 1 Petrified Hamlet"
Kenith Dsouza,Mono-Green Landfall,3 Ba Sing Se; 4 Badgermole Cub; 4 Earthbender Ascension; 4 Escape Tunnel; 3 Esper Origins; 4 Fabled Passage; 14 Forest; 4 Icetill Explorer; 3 Keen-Eyed Curator; 4 Llanowar Elves; 2 Meltstrider's Resolve; 4 Mightform Harmonizer; 1 Promising Vein; 4 Sazh's Chocobo; 1 Mossborn Hydra; 1 Royal Treatment,"1 Keen-Eyed Curator; 3 Mossborn Hydra; 2 Origin of Metalbending; 2 Pawpatch Formation; 4 Sapling Nursery; 1 Surrak, Elusive Hunter; 2 Meltstrider's Resolve"
Eleanor Dubreuil,Izzet Maestro,2 Mistrise Village; 2 Thundering Falls; 3 Sorceress's Schemes; 3 Three Steps Ahead; 2 Willowrush Verge; 1 Abrade; 1 Hedge Maze; 3 Molten-Core Maestro; 3 Great Hall of the Biblioplex; 1 Fountainport; 4 Combustion Technique; 3 Ashling's Command; 2 Island; 4 Firebending Lesson; 1 Spell Pierce; 2 Abandon Attachments; 4 Accumulate Wisdom; 1 Stock Up; 1 Prismari Charm; 2 It'll Quench Ya!; 4 Riverpyre Verge; 4 Steam Vents; 4 Tablet of Discovery; 3 Spirebluff Canal,2 Origin of Metalbending; 2 Negate; 2 Mathemagics; 1 Ill-Timed Explosion; 2 Annul; 2 Flashfreeze; 2 Soul-Guide Lantern; 1 Spell Pierce; 1 Broadside Barrage
Lucas Duchow,Izzet Prowess,4 Stormchaser's Talent; 4 Boomerang Basics; 4 Burst Lightning; 4 Opt; 4 Sleight of Hand; 4 Flow State; 4 Eddymurk Crab; 1 Hearth Elemental; 1 Sear; 1 Traumatic Critique; 2 Get Out; 1 Octopus Form; 1 Spell Pierce; 3 Colorstorm Stallion; 1 Impractical Joke; 7 Island; 4 Spirebluff Canal; 4 Steam Vents; 4 Riverpyre Verge; 1 Stormcarved Coast; 1 Great Hall of the Biblioplex,"1 Slagstorm; 3 Sunderflock; 1 Hearth Elemental; 1 Annul; 1 Spell Pierce; 1 Ghost Vacuum; 1 Soul-Guide Lantern; 2 Ral, Crackling Wit; 1 Disdainful Stroke; 2 Broadside Barrage; 1 Roaring Furnace // Steaming Sauna"
Reid Duke,Izzet Prowess,4 Boomerang Basics; 4 Steam Vents; 4 Eddymurk Crab; 4 Spirebluff Canal; 4 Sleight of Hand; 2 Multiversal Passage; 4 Opt; 4 Riverpyre Verge; 7 Island; 4 Slickshot Show-Off; 2 Stock Up; 4 Burst Lightning; 2 Impractical Joke; 4 Stormchaser's Talent; 4 Flow State; 2 Spell Pierce; 1 Get Out,2 Get Out; 1 Annul; 1 Roaring Furnace // Steaming Sauna; 2 The Legend of Kuruk; 2 Slagstorm; 1 Soul-Guide Lantern; 1 Disdainful Stroke; 2 Sunderflock; 1 Spell Snare; 1 Negate; 1 Sear
Willy Edel,Four-Color Elementals,"1 Cori Mountain Monastery; 4 Vibrance; 2 Sunderflock; 1 Ygra, Eater of All; 1 Stormcarved Coast; 3 Burst Lightning; 4 Starting Town; 1 Bounce Off; 1 Restless Reef; 3 Deceit; 4 Wistfulness; 2 Ill-Timed Explosion; 4 Secluded Courtyard; 1 Breeding Pool; 2 Winternight Stories; 4 Flamebraider; 2 Superior Spider-Man; 2 Island; 1 Beza, the Bounding Spring; 4 Ashling, Rekindled; 1 Sear; 4 Cavern of Souls; 1 Watery Grave; 1 Pit of Offerings; 4 Steam Vents; 1 Spirebluff Canal; 1 Unsummon","2 Ghost Vacuum; 1 Sear; 1 Twinmaw Stormbrood; 2 Beza, the Bounding Spring; 2 Spectral Denial; 2 Emeritus of Ideation; 1 Fire Magic; 2 Broadside Barrage; 1 Pit of Offerings; 1 Sunderflock"
Adam Edelson,Izzet Prowess,7 Island; 4 Eddymurk Crab; 4 Opt; 4 Stormchaser's Talent; 2 Traumatic Critique; 4 Burst Lightning; 1 Stormcarved Coast; 1 Great Hall of the Biblioplex; 4 Boomerang Basics; 2 Get Out; 4 Colorstorm Stallion; 4 Flow State; 1 Impractical Joke; 1 Sear; 1 Spell Pierce; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand,"1 Flashfreeze; 1 Annul; 1 Slagstorm; 2 Hearth Elemental; 1 Ghost Vacuum; 2 Ral, Crackling Wit; 1 Soul-Guide Lantern; 1 Spell Pierce; 2 Broadside Barrage; 3 Sunderflock"
Terry Edwards,Azorius Momo,"4 Momo, Friendly Flier; 2 Aang, Swift Savior; 1 Mockingbird; 2 Haliya, Guided by Light; 3 Seam Rip; 4 Hallowed Fountain; 4 Floodfarm Verge; 4 Springleaf Drum; 1 Island; 1 Practiced Offense; 2 Multiversal Passage; 4 Daydream; 2 Abandoned Air Temple; 8 Plains; 4 Sage of the Skies; 4 Starfield Shepherd; 1 Spider-Sense; 2 Cosmogrand Zenith; 3 Nurturing Pixie; 4 Quantum Riddler",2 Disdainful Stroke; 2 Aven Interrupter; 1 Spider-Sense; 2 Avatar's Wrath; 1 Curious Farm Animals; 3 Rest in Peace; 1 Spell Pierce; 1 Erode; 2 Clarion Conqueror
Andrew Elenbogen,Azorius Momo,"2 Floodpits Drowner; 4 Momo, Friendly Flier; 2 Starting Town; 4 Seam Rip; 2 Get Lost; 3 Haliya, Guided by Light; 4 Floodfarm Verge; 4 Hallowed Fountain; 4 Springleaf Drum; 4 Daydream; 4 Multiversal Passage; 2 Abandoned Air Temple; 4 Sage of the Skies; 4 Starfield Shepherd; 6 Plains; 1 Cosmogrand Zenith; 2 Nurturing Pixie; 4 Quantum Riddler",2 Disdainful Stroke; 2 Requisition Raid; 2 Emeritus of Truce; 1 Curious Farm Animals; 1 Figure of Fable; 2 Flashfreeze; 3 Rest in Peace; 2 Clarion Conqueror
Charles Eliatamby,Mono-Green Landfall,3 Esper Origins; 4 Earthbender Ascension; 4 Mightform Harmonizer; 4 Escape Tunnel; 3 Meltstrider's Resolve; 1 Demolition Field; 1 Royal Treatment; 3 Keen-Eyed Curator; 4 Sazh's Chocobo; 3 Ba Sing Se; 4 Icetill Explorer; 4 Llanowar Elves; 4 Badgermole Cub; 4 Fabled Passage; 14 Forest,"2 Surrak, Elusive Hunter; 1 Meltstrider's Resolve; 1 Origin of Metalbending; 1 Scrapshooter; 1 Pawpatch Formation; 1 Archdruid's Charm; 4 Mossborn Hydra; 1 Sandman, Shifting Scoundrel; 3 Sapling Nursery"
Asha Mills Emmett,Izzet Prowess,4 Boomerang Basics; 4 Burst Lightning; 4 Eddymurk Crab; 4 Flow State; 2 Get Out; 7 Island; 4 Opt; 1 Bounce Off; 4 Riverpyre Verge; 4 Sleight of Hand; 4 Slickshot Show-Off; 2 Spell Pierce; 4 Spirebluff Canal; 4 Steam Vents; 1 Stock Up; 4 Stormchaser's Talent; 2 Multiversal Passage; 1 Octopus Form,"2 Ghost Vacuum; 1 Sear; 2 Slagstorm; 1 Spell Snare; 1 Negate; 2 Ral, Crackling Wit; 1 Broadside Barrage; 4 Elusive Otter; 1 Roaring Furnace // Steaming Sauna"
Victor Santos Esquici,Dimir Excruciator,3 Bitter Triumph; 10 Swamp; 2 Day of Black Sun; 1 Deadly Cover-Up; 4 Gloomlake Verge; 3 Duress; 2 Emeritus of Ideation; 4 Doomsday Excruciator; 4 Requiting Hex; 4 Restless Reef; 2 Stock Up; 2 Strategic Betrayal; 4 Deceit; 2 Undercity Sewers; 2 Cavern of Souls; 3 Winternight Stories; 4 Watery Grave; 4 Superior Spider-Man,1 Decorum Dissertation; 3 Oildeep Gearhulk; 1 Duress; 1 Day of Black Sun; 1 Deadly Cover-Up; 1 Disdainful Stroke; 2 Qarsi Revenant; 2 Flashfreeze; 1 Strategic Betrayal; 1 The End; 1 Shoot the Sheriff
Neil Estrada,Mono-Green Landfall,4 Ba Sing Se; 4 Badgermole Cub; 4 Earthbender Ascension; 2 Dragon Sniper; 4 Escape Tunnel; 4 Esper Origins; 4 Fabled Passage; 13 Forest; 4 Icetill Explorer; 4 Llanowar Elves; 4 Meltstrider's Resolve; 4 Mightform Harmonizer; 4 Sazh's Chocobo; 1 Cavern of Souls,1 Archdruid's Charm; 1 Cavern of Souls; 1 Edge Rover; 4 Mossborn Hydra; 2 Royal Treatment; 2 Sapling Nursery; 3 Soul-Guide Lantern; 1 Pawpatch Formation
Julius Fan,Izzet Spellementals,4 Sunderflock; 6 Island; 4 Eddymurk Crab; 4 Opt; 4 Burst Lightning; 4 Traumatic Critique; 2 Get Out; 4 Winternight Stories; 2 Multiversal Passage; 1 Spell Snare; 1 Spell Pierce; 4 Hearth Elemental; 4 Riverpyre Verge; 4 Prismari Charm; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand,4 Colorstorm Stallion; 2 Get Out; 1 Impractical Joke; 2 Annul; 3 Soul-Guide Lantern; 1 Spell Pierce; 1 Spell Snare; 1 Broadside Barrage
Percy Fang,Mono-Red Aggro,"4 Razorkin Needlehead; 2 Shock; 13 Mountain; 1 Tokka and Rahzar, Terrible Twos; 4 Scalding Viper; 3 Fanatical Firebrand; 4 Burst Lightning; 3 Hexing Squelcher; 4 Scorching Shot; 4 Hearthborn Battler; 3 Ojer Axonil, Deepest Might; 4 Hired Claw; 1 Great Hall of the Biblioplex; 4 Riverpyre Verge; 4 Steam Vents; 1 Spirebluff Canal; 1 Kellan, Planar Trailblazer","3 Stingerback Terror; 2 Twinmaw Stormbrood; 4 Magebane Lizard; 1 Tokka and Rahzar, Terrible Twos; 2 Soul-Guide Lantern; 1 Impractical Joke; 2 Sunspine Lynx"
Noé Fauquenoi,Mono-Green Landfall,"2 Esper Origins; 1 Bristly Bill, Spine Sower; 1 Promising Vein; 4 Earthbender Ascension; 4 Mightform Harmonizer; 4 Escape Tunnel; 3 Meltstrider's Resolve; 3 Sapling Nursery; 1 Royal Treatment; 4 Sazh's Chocobo; 3 Ba Sing Se; 4 Icetill Explorer; 4 Llanowar Elves; 4 Badgermole Cub; 4 Fabled Passage; 14 Forest",2 Origin of Metalbending; 1 Meltstrider's Resolve; 2 Pawpatch Formation; 2 Torpor Orb; 3 Keen-Eyed Curator; 4 Mossborn Hydra; 1 Sapling Nursery
Zevin Faust,Azorius Tempo,"4 High Noon; 4 Floodpits Drowner; 1 Restless Anchorage; 4 Aang, Swift Savior; 2 Avatar's Wrath; 4 Starting Town; 4 Aven Interrupter; 2 Get Lost; 4 Floodfarm Verge; 4 Hallowed Fountain; 4 Skycoach Conductor; 4 Island; 4 Voice of Victory; 2 Spell Snare; 2 Multiversal Passage; 1 Beza, the Bounding Spring; 1 Airbender Ascension; 2 Abandoned Air Temple; 4 Plains; 3 Quantum Riddler","2 Disdainful Stroke; 2 Seam Rip; 1 Pyrrhic Strike; 2 Ghost Vacuum; 1 Beza, the Bounding Spring; 1 Spectacular Tactics; 2 Annul; 2 Flashfreeze; 1 Quantum Riddler; 1 Petrified Hamlet"
Isael Feitosa,Izzet Lessons,7 Island; 4 Eddymurk Crab; 4 Gran-Gran; 1 Traumatic Critique; 4 Stormchaser's Talent; 1 Stormcarved Coast; 4 Boomerang Basics; 4 Combustion Technique; 1 Impractical Joke; 3 Flow State; 2 Multiversal Passage; 2 Iroh's Demonstration; 4 Firebending Lesson; 2 Abandon Attachments; 4 Accumulate Wisdom; 4 Riverpyre Verge; 1 It'll Quench Ya!; 4 Steam Vents; 4 Spirebluff Canal,"1 Flashfreeze; 1 Impractical Joke; 1 Ghost Vacuum; 1 Iroh's Demonstration; 2 Spell Pierce; 2 Annul; 1 Soul-Guide Lantern; 1 The Legend of Kuruk; 2 Emeritus of Ideation; 1 Ral, Crackling Wit; 2 Sunderflock"
Mateo Ferreira,Selesnya Landfall,"4 Erode; 2 Surrak, Elusive Hunter; 2 Lumbering Worldwagon; 2 Bushwhack; 4 Earthbender Ascension; 7 Forest; 4 Sazh's Chocobo; 1 Icetill Explorer; 1 Keen-Eyed Curator; 2 Temple Garden; 4 Llanowar Elves; 4 Badgermole Cub; 2 Dyadrine, Synthesis Amalgam; 4 Fabled Passage; 4 Hushwood Verge; 4 Mightform Harmonizer; 3 Escape Tunnel; 2 Plains; 3 Ba Sing Se; 1 Mossborn Hydra","1 Surrak, Elusive Hunter; 4 Sheltered by Ghosts; 1 Kutzil, Malamet Exemplar; 3 Mossborn Hydra; 3 Rest in Peace; 3 Snakeskin Veil"
Nico Ferrigno,Izzet Prowess,8 Island; 4 Eddymurk Crab; 4 Opt; 4 Stormchaser's Talent; 2 Traumatic Critique; 4 Burst Lightning; 4 Boomerang Basics; 2 Get Out; 4 Colorstorm Stallion; 4 Flow State; 1 Multiversal Passage; 2 Spell Pierce; 1 Prismari Charm; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand,"1 Disdainful Stroke; 1 Wan Shi Tong, Librarian; 1 Annul; 1 Slagstorm; 1 Get Out; 1 Impractical Joke; 1 Sear; 1 Roaring Furnace // Steaming Sauna; 2 Ral, Crackling Wit; 2 Soul-Guide Lantern; 2 Broadside Barrage; 1 Spell Snare"
Pedro Flores,Jeskai Control,"1 Cori Mountain Monastery; 1 Thundering Falls; 1 Elegant Parlor; 1 Mistrise Village; 2 Flashback; 4 Great Hall of the Biblioplex; 4 Consult the Star Charts; 2 Hallowed Fountain; 3 Floodfarm Verge; 3 Get Lost; 3 Jeskai Revelation; 2 Beza, the Bounding Spring; 4 No More Lies; 1 Day of Judgment; 3 Spell Snare; 4 Lightning Helix; 2 Meticulous Archive; 3 Sacred Foundry; 4 Stock Up; 3 Resonating Lute; 1 Plains; 4 Steam Vents; 2 Sunbillow Verge; 2 Fire Magic","2 Disdainful Stroke; 1 Flashfreeze; 2 Day of Judgment; 1 Beza, the Bounding Spring; 3 Emeritus of Ideation; 2 Rest in Peace; 1 Petrified Hamlet; 1 Negate; 2 Voice of Victory"
